,left_vel_set_point,left_vel,right_vel_set_point,right_vel,0
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.8001151084899902
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.6635241508483887
2,,,,,2.985074520111084
3,,,,,2.3903422355651855
0,,,,,2.985074520111084
1,,,,,3.0732972621917725
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.278183698654175
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.4586377143859863
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.8001151084899902
2,,,,,2.985074520111084
3,,,,,2.7318196296691895
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.1415927410125732
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.6635241508483887
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.7318196296691895
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.8001151084899902
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.7318196296691895
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.7318196296691895
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.7318196296691895
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.1415927410125732
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0732972621917725
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.8001151084899902
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.6635241508483887
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.7318196296691895
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.1415927410125732
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0732972621917725
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.595228672027588
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.8001151084899902
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.868410587310791
0,,,,,2.985074520111084
1,,,,,3.0732972621917725
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.868410587310791
2,,,,,2.985074520111084
3,,,,,3.0732972621917725
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0732972621917725
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,3.0050017833709717
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
0,,,,,2.985074520111084
1,,,,,2.936706066131592
2,,,,,2.985074520111084
3,,,,,2.936706066131592
0,,,,,2.985074520111084
1,,,,,3.0732972621917725
2,,,,,2.985074520111084
3,,,,,3.0050017833709717
